emoji,label,word_count,fit3_count,words
💪,flexed biceps,152,9,arm;biceps;determined;elbow;flex;muscle;shoulder;strength;strong;ability;able;assertive;beefy;bouncer;brawn;brawny;clout;confidence;confident;cope;determination;determine;diligence;diligent;dogged;durable;effort;empower;endurance;endure;exert;exertion;firm;fit;force;forceful;fortitude;health;hefty;herculean;hulk;indomitable;industrious;macho;manly;mighty;morale;motivate;motivation;muscular;overpower;perseverance;persevere;persist;persistence;persistent;physical;physique;plucky;potent;powerful;prowess;recover;recovery;reinforce;reinforcement;relentless;resilience;resiliency;resilient;resolute;robust;stamina;strengthen;strive;sturdy;tenacious;tenacity;tough;triceps;try;unstoppable;vigor;vigorous;vitality;yank;ballsy;buff;burly;butch;dauntless;doer;doughty;durability;embolden;endeavor;endurable;enduring;exploit;exploitation;exploitative;fettle;forced;forcible;formidable;gumption;gutsy;hale;hardy;heave;hulking;indefatigable;machismo;manful;mettle;mettlesome;might;muscularity;musculature;pectoral;perforce;pertinacious;pertinacity;potency;redoubtable;reinforcements;salubrious;sedulous;sinewy;spunk;spunky;stalwart;staunch;stocky;strapping;striven;strove;sustain;testosterone;tireless;titan;toughen;undaunted;underarm;unrelenting;unsparing;untiring;vim;virile;virility;vitalize;wiry
😠,angry face,149,7,anger;angry;grumpy;irritate;irritation;scold;scowl;aggravate;aggravation;agitate;agitation;animosity;baleful;berate;bigot;bully;chide;coercion;confront;crabby;disgruntled;displease;displeasure;disturb;disturbance;dour;glare;glaring;grouch;grouchy;hostility;irritable;irritant;irritatingly;lambaste;mean;menace;offence;offense;persecute;persecution;provocation;provoke;pugnacious;quarrel;reprimand;resent;resentful;resentment;rile;snarl;spite;spiteful;stern;surly;temper;unfriendly;unkind;unrest;vex;vicious;accost;acrimonious;acrimony;admonish;admonishment;affront;animus;antipathy;asperity;bastard;bigotry;cantankerous;chastise;chastisement;chid;chidden;choleric;coerce;coercive;crabbed;crotchety;curmudgeon;decry;disciplinarian;disgruntle;dissension;dudgeon;embitter;enmity;expostulate;glower;grim;gruff;hackles;harass;harassment;harridan;harry;harsh;hector;irritability;malcontent;merciless;misanthrope;misanthropic;misanthropy;misogynist;misogyny;mistreat;mistreatment;nettlesome;pederast;pederasty;pejorative;pitiless;possessive;pugnacity;quarrelsome;querulous;rancor;rancorous;rankle;rebuke;recrimination;reprehend;reprehensible;reproach;reproachful;reproof;reprove;shrewish;snappish;snippy;snit;splenetic;testy;truculence;truculent;umbrage;uncivil;unconscionable;unmerciful;unreasonable;unsportsmanlike;vexation;vexatious;vindictive;virago
🔥,fire,147,18,ablaze;aflame;blaze;bonfire;burn;burning;combustion;fire;flame;furnace;heat;hot;ignite;inferno;lighter;oven;phoenix;stove;afire;arson;arsonist;bellows;boiler;brazier;burner;burnt;calorie;char;cinder;combustible;conflagration;crackle;crucible;ember;extreme;extremism;extremist;fervent;fervid;fervor;fiery;flambe;flaming;flammable;flare;forge;friction;hearth;heated;heater;hell;hype;ignition;impassioned;incendiary;incinerate;incineration;incinerator;infernal;inflame;inflammable;inflammation;inflammatory;instigate;intense;intensify;intensity;kiln;kindling;match;metabolism;overdone;oxyacetylene;passionate;pillage;propane;pyre;pyromaniac;reheat;revival;riot;riotous;scald;scorch;sear;singe;smolder;smoulder;stoke;tinder;toasty;warmth;weld;zeal;zealous;acetylene;alight;anarchic;andiron;anneal;ardent;ardor;arousal;arouse;avid;avidity;brimstone;briquette;butane;caloric;calorific;cauterize;chafe;clinker;combustibility;damnation;damned;damper;flammability;foment;fusible;grating;hellish;hob;holocaust;immolate;immolation;instigation;intensification;intensive;metabolic;metabolize;methane;napalm;perdition;piping;purgatorial;purgatory;pyromania;rampant;refractory;scathing;smelt;smelter;torrid;vulcanize;zealot
🙏,folded hands,141,14,amen;apologize;beg;confession;deity;pray;prayer;religion;religious;sorry;thank;thankful;thanks;worship;apologetic;apology;appeal;appreciate;appreciation;appreciative;belief;believe;beseech;bless;blessed;blessing;confess;courteous;courtesy;dedication;devote;devoted;devotee;devotion;devotional;devout;disciple;esteem;excusable;excuse;faith;faithful;favor;favour;friar;god;grace;grateful;gratitude;homage;implore;merciful;mercy;needy;pardon;piety;pious;plea;plead;please;repent;repentance;request;respect;respectful;revere;reverence;reverent;reverential;salaam;salvation;spiritual;supplicate;supplication;theism;venerate;veneration;worshipper;absolution;absolve;acolyte;adjure;apologia;apologist;atone;atonement;auspices;beholden;benediction;besought;brethren;decency;dedicate;dedicated;deification;deify;deism;doxology;earnest;entreat;entreaty;expiate;expiation;godly;goodness;gracious;heathen;hosanna;importunate;importune;importunity;intercession;invocation;mendicant;ministration;offertory;pardonable;penance;penitence;penitent;penitential;propitiate;propitiation;propitiatory;repentant;reprieve;respectability;respectable;respecting;solicit;solicitation;solicitous;solicitude;spirituality;suppliant;supplicant;theistic;votary;want;wanting;worshipful
💰️,money bag,138,11,billionaire;expensive;finance;financial;money;profit;rich;riches;treasure;wealth;wealthy;affluence;affluent;alms;asset;backer;billion;bonanza;booty;bribe;bribery;budget;cent;coffer;compensate;compensation;costly;dividend;embezzle;embezzlement;enrich;extort;extortion;extortionate;extortionist;financier;financing;fiscal;frugal;fund;inheritance;invest;investment;loot;lucrative;millionaire;monetary;overtax;palimony;pension;plunder;premium;pricey;proceeds;profitable;prosper;prosperity;prosperous;ransom;recompense;revenue;saving;scrooge;sold;subsidize;subsidy;thrift;thrifty;treasurer;usury;annuity;appropriation;arrears;austerity;avarice;avaricious;budgetary;bursar;capitalism;capitalist;capitalistic;cartel;centime;commercialism;commercialize;compensatory;cupidity;defray;dole;ducat;economical;economize;enrichment;frugality;gainful;guilder;honoraria;honorarium;levy;liquidate;liquidation;liquidity;lucre;mammon;materialism;materialist;materialistic;means;moneyed;monopolist;monopolistic;monopolization;monopolize;pecuniary;profiteer;provident;recoup;scrimp;shekel;solvency;suborn;subsidization;tightwad;tithe;underbid;undercharge;underpaid;underpay;undersell;undersold;unearned;unpaid;usurious;valuation;venal;venality;wampum;worth
🏛️,classical building,137,10,architecture;capitol;dome;government;museum;parliament;pillar;politician;senate;senator;acropolis;alderman;antiquity;arch;architectural;capital;civilization;colonnade;column;concourse;congress;congressman;congresswoman;consul;consulate;council;councilman;councilor;councilwoman;cupola;edifice;embassy;empire;establish;establishment;expo;exposition;facade;federal;federation;govern;governmental;governor;hall;heritage;historic;historical;incumbent;inherit;institute;institution;legacy;legislature;monastery;municipal;pantheon;parliamentarian;parliamentary;pavilion;pedestal;piazza;political;politics;portico;presidency;president;presidential;public;regime;republic;rotunda;administration;antebellum;assemblyman;assemblywoman;baluster;balustrade;bicameral;bureaucracy;bureaucrat;bureaucratic;buttress;centralization;centralize;chamber;chancery;civic;civics;civilize;classicism;classicist;colonial;colonialism;colonialist;colonization;colonize;conclave;congressional;consular;cornice;federalism;federalist;governorship;gubernatorial;guild;incumbency;institutional;legation;legislative;lobbyist;lyceum;ministry;misgovern;mores;municipality;neoclassic;neoclassical;officialdom;pediment;pilaster;plenary;plenipotentiary;plinth;politic;politicize;politico;polity;prefecture;quadrangle;reformatory;representative;republicanism;senatorial;technocracy;technocrat;unicameral;veep
✨️,sparkles,137,8,constellation;glitter;glow;magic;magical;miracle;spark;sparkle;aglow;aura;bright;brighten;brilliance;brilliant;charisma;charismatic;create;creation;dazzle;enchant;enchantment;ethereal;fabulous;flair;gild;gleam;glimmer;glint;glisten;glittery;glitzy;glowing;golden;immaculate;impeccable;luminescence;luminescent;luminous;luster;lustre;lustrous;miraculous;neat;opalescent;ornate;phenomenal;phenomenon;phosphorescence;phosphorescent;polish;pristine;pure;purity;radiance;radiant;refine;refined;resplendent;scintillate;scintillating;scintillation;sensation;sensational;sequin;sheen;shimmer;shine;shiny;sleek;smooth;snazzy;spangle;splendid;splendor;spotless;starry;sublime;trendy;twinkle;twinkling;vibrancy;zing;aglitter;antimatter;apotheosis;astral;bedeck;burnish;cachet;chrome;compelling;compellingly;elan;embellish;embellishment;enliven;flamboyance;flashy;furbish;gaudy;gilt;glamorize;glossy;inimitable;knack;luminosity;materialization;materialize;nicety;panache;phenomena;pizzazz;purely;purism;purist;quintessence;quintessential;refinement;refulgence;refulgent;resplendence;scintilla;shone;slick;smarten;spiffy;tingle;tingly;transfiguration;transfigure;uncluttered;uncontaminated;verve;vibes;vivify;vogue;voguish
🧪,test tube,119,10,acid;chemical;chemistry;experiment;flask;lab;laboratory;potion;reagent;vial;acetone;acidity;alkali;alkaline;ammonia;beaker;biopsy;catalyst;chemist;chlorine;compound;concoct;concoction;distill;distillation;elixir;epoxy;experimental;experimentation;filtration;formula;herbicide;hydrogen;hypothesis;iodine;liter;litmus;litre;nitrate;nitrogen;oxidation;oxidize;peroxide;pesticide;phial;philter;preservative;prototype;residue;sample;siphon;soluble;solvent;specimen;substance;synthesis;synthesize;synthetic;volatile;acetate;acidify;additive;adulterant;adulterate;adulteration;alkalinity;alkaloid;assay;beta;bromide;bromine;cadmium;catalysis;catalytic;caustic;chloride;chlorinate;chlorination;chloroform;colloid;denature;distillate;filtrate;fluorine;fluorocarbon;formaldehyde;formulae;formulation;germanium;halogen;hypotheses;hypothesize;impure;impurity;iodize;iridium;lye;magnesia;magnesium;manganese;methanol;milliliter;naphtha;nostrum;oxide;phosphate;phosphorus;sampler;solubility;sulfate;sulfide;sulfuric;syntheses;tincture;toxicologist;toxicology;urea;urinalysis;vanadium
⛪️,church,118,8,abbey;altar;cathedral;chapel;church;convent;nun;priest;abbot;archbishop;baptism;baptize;basilica;catholic;chaplain;clergy;clergyman;clergywoman;cleric;cloister;communion;confessional;congregation;consecrate;consecration;deacon;deaconess;diocese;ecclesiastic;ecclesiastical;excommunicate;excommunication;hermitage;missionary;monastic;nave;nunnery;ordain;orthodox;orthodoxy;padre;papacy;papal;parish;parishioner;parson;parsonage;pastor;pew;priestess;priesthood;pulpit;puritan;rector;rectory;reverend;revivalist;sacrament;sacramental;sacred;sacristy;sect;sectarian;seminary;steeple;tabernacle;vicar;apse;archbishopric;archdiocese;baptismal;bishopric;canonization;canonize;chancel;christen;churchman;communicant;confessor;congregational;denominational;desecrate;desecration;diocesan;ecumenical;enshrine;hallow;hallowed;induct;laity;liturgical;liturgy;mass;matins;monasticism;monsignor;nuncio;ordination;parochial;parochialism;pontifical;prelate;prioress;priory;proselyte;proselytize;puritanical;puritanism;sacrosanct;sectarianism;seminarian;sexton;shrift;synod;transept;vespers;vestry;vicarage
📏,straight ruler,118,4,distance;measure;measurement;ruler;align;alignment;centimeter;consistent;constant;conventional;diameter;dimension;discipline;extent;fathom;gauge;height;inch;lanky;large;length;lengthen;lengthy;level;long;magnitude;meter;metre;metric;mile;norm;oversize;oversized;parallel;pedometer;perimeter;proximity;rigid;rigidity;rigor;rigorous;roomy;rule;short;size;skinny;slender;slim;straighten;tall;thick;thickness;thin;yard;breadth;broad;broaden;caliper;considerable;consistency;constancy;contiguous;conventionality;cubit;delimit;delineate;delineation;demarcate;demarcation;diametrical;dimensional;ell;equidistant;formalism;furlong;girth;hectare;heighten;hexameter;imprecise;imprecision;kilometer;lank;largely;longitudinal;measurable;measured;medium;metrical;micrometer;micron;millimeter;normative;parallelism;plumb;propinquity;punctilious;ramrod;rangy;sizable;sizeable;sizing;slight;span;stanchion;standard;standardization;standardize;stature;stickler;stringency;stringent;substantial;swath;tensile;unbend;undersized;uniformity
🌿,herb,117,17,algae;artichoke;basil;branch;eucalyptus;fern;foliage;greenery;herb;ivy;marijuana;mistletoe;nature;parsley;thyme;twig;vegetation;alga;biodiversity;botanical;botanist;botany;cannabis;chive;cilantro;coriander;creeper;cress;cumin;dill;fennel;frond;garnish;ginseng;hemp;herbal;holly;indigenous;kelp;laurel;lush;marihuana;mint;minty;moss;mossy;natural;naturalist;nettle;oregano;overgrew;overgrow;overgrown;overgrowth;rosemary;sage;sprig;stalk;tendril;thistle;trellis;turmeric;undergrowth;verdant;weed;weeds;anise;balsam;belladonna;bracken;bract;bramble;briar;brier;burdock;caraway;cellulose;chicory;chlorophyll;citronella;digitalis;eucalypti;gorse;hashish;heath;henna;herbaceous;herbalist;holistic;jute;kudzu;luxuriance;luxuriant;marjoram;menthol;mentholated;myrtle;naturalism;naturalistic;naturally;nonpolluting;osier;petiole;phloem;pith;ramification;ramify;senna;sumac;sumach;tarragon;transpiration;twiggy;underbrush;vegetative;verdure;weedy
📖,open book,114,10,bible;biography;book;dictionary;fable;novel;read;reader;reading;story;allegory;autobiography;biblical;catalog;catalogue;chapter;chronicle;define;definition;digest;edition;epilogue;etymology;fabled;glossary;gospel;grammar;legend;lexicon;literate;memoir;narrative;novella;parable;perusal;peruse;preface;primer;prologue;prose;psalm;readable;reference;saga;scriptural;scripture;sermon;tale;theologian;theological;theology;tome;unfold;vocabulary;allegorical;biographical;breviary;catechism;catechize;codex;codices;conjugation;creationism;dative;declension;denotation;denote;engross;epilog;etymological;etymologist;expository;fundamentalism;fundamentalist;grammarian;grammatical;homily;hymnal;infinitive;intransitive;lexical;lexicography;misread;missal;neologism;nomenclature;noun;novelette;picaresque;prefatory;preposition;prepositional;preterit;preterite;prolix;pronoun;prosody;psalmist;quarto;readability;readership;retold;semantic;semantics;sermonize;signification;simile;spread;storied;subjunctive;subplot;terminology;unabridged;unread
🔄,counterclockwise arrows button,112,7,exchange;reset;reverse;revolve;rotate;rotation;swap;barter;change;circulate;circulation;clockwise;contrary;conversion;convert;counteract;cycle;cyclic;cyclical;exchangeable;fickle;flip;gyrate;gyration;interchange;interchangeable;inverse;inversion;opposite;overlap;overturn;paraphrase;pivot;reactivate;reactivation;reciprocal;reciprocate;redistribute;redistribution;refill;reform;refresh;renew;renewal;reorganize;replace;replacement;replenish;reversal;reversible;reversion;revert;revolutionize;rotary;shift;substitute;substitution;surround;swivel;sync;synchronize;transform;transition;turn;about;anew;around;assimilate;assimilation;became;become;changeable;circuitous;circularity;commutation;commutative;contrariwise;flux;instead;interplay;lieu;mutability;mutable;obverse;plasticity;protean;quasi;reciprocation;reciprocity;redound;refillable;reformation;reformer;rehash;removable;reorganization;replaceable;replenishment;slacken;supersede;supplant;swop;synch;synchronization;synchronous;transitional;transmutation;transmute;transpose;transposition;vacillate;vacillation
🍽️,fork and knife with plate,112,18,banquet;buffet;devour;dine;diner;dinner;dish;eat;eatery;feed;food;meal;plate;restaurant;saucer;stomach;supper;tray;antipasto;appetite;ate;bistro;cafeteria;canteen;cater;chomp;consume;consumption;crockery;cuisine;digestion;digestive;dinette;eatable;eaten;edible;entree;esophagus;famine;famished;gastronomy;glutton;gluttony;gorge;gourmand;hunger;hungry;ingest;ingestion;malnutrition;omnivore;omnivorous;overate;overeat;overeaten;partake;partaken;partook;platter;portion;ravenous;restaurateur;satiate;serving;smorgasbord;starvation;starve;sumptuous;voracious;waiter;waitress;alfresco;alimentary;anorexia;anorexic;bellyful;chow;digestible;engorge;esophagi;famish;fed;fixings;gastronomic;gastronomical;gluttonous;gourmet;gullet;helping;insatiable;luncheonette;malnourished;masticate;mastication;refectory;repast;replete;repletion;salver;sate;satiety;scullery;scullion;stainless;stodgy;sup;surfeit;tripe;undernourished;viand;victuals;voracity
⚔️,crossed swords,111,13,attack;battle;clash;combat;duel;gladiator;invasion;saber;sabre;scimitar;sword;war;warrior;adversary;barbarian;battalion;belligerent;besiege;combative;conflict;confrontation;conquer;conquest;conquistador;conquistadores;contentious;coup;crusade;duelist;feud;foe;fought;incursion;insurgent;insurrection;invade;invasive;legion;mace;massacre;melee;mercenary;militia;musketeer;mutiny;offensive;onslaught;raid;retaliate;retaliation;scabbard;skirmish;slain;slay;smite;strife;valiant;valor;vanquish;versus;adversarial;affray;against;antagonism;antagonistic;antagonize;assail;avenge;barbaric;barbarism;barbarity;barbarous;bellicose;bellicosity;belligerence;belligerency;belligerently;chink;contend;contention;controvert;embattled;foray;fratricide;gladiatorial;impugn;inimical;insurgence;insurrectionist;internecine;jihad;junta;legionnaire;maraud;militarism;militarist;militaristic;militarize;militiaman;mutineer;mutinous;pogrom;postwar;prewar;rapine;reprisal;retaliatory;smote;tempered;valorous;warmonger
🌀,cyclone,111,11,chaos;coil;cyclone;fan;hurricane;maze;propeller;spin;spiral;swirl;typhoon;bedlam;blend;centrifuge;chaotic;convoluted;convolution;delusion;disarray;disorder;disorderly;disorganized;distort;distortion;distract;dryer;eddy;hallucinate;hallucination;helix;hypnotize;instability;irregular;irregularity;labyrinth;mesmerize;portal;rotor;ruffle;slinky;spun;suction;surreal;turbine;twirl;twist;twisted;unorganized;unstable;warp;whirl;wiggle;wobble;wriggle;aimless;centrifugal;centripetal;delusive;derange;deranged;derangement;dervish;desultory;deviance;deviant;disarrange;disarrangement;disorganization;disorganize;disorient;disorientation;embroil;entwine;flail;hallucinatory;helices;hypnotist;idiosyncrasy;idiosyncratic;imbroglio;labyrinthine;mesmerism;misshapen;muddle;psychotic;rigamarole;rigmarole;roil;screwy;springy;sprung;tortuous;uncoil;uncontrollable;ungovernable;unorthodox;unrestrained;unstructured;vacua;vacuity;vacuous;waggle;whir;whirligig;whirr;whorl;wiggly;winding;wobbly;wriggler;wrung
💥,collision,106,17,accident;bang;blast;boom;collide;collision;crash;destroy;destruction;detonate;detonation;explode;explosion;impact;shatter;smash;supernova;accidental;annihilate;annihilation;bombardment;bump;burst;calamity;catastrophe;collapse;crack;crush;damage;destroyer;destructive;devastate;devastating;devastation;disintegrate;disintegration;disrupt;disruption;disruptive;fiasco;havoc;implode;implosion;inflict;mayhem;mishap;nova;obliterate;obliteration;pulverize;ravage;raze;react;reaction;recoil;ricochet;rip;ruckus;rupture;salvo;shrapnel;slam;splat;supernovae;thrash;thud;thump;thwack;wreck;wreckage;barrage;breakage;brunt;buster;calamitous;carnage;catastrophic;debacle;decimate;decimation;depredation;despoil;flak;fracas;fulminate;fulmination;fusillade;humdinger;impacted;infliction;kaput;kiloton;novae;orgasm;pulverization;repercussion;rumpus;shambles;smithereens;struck;wham;whammy;whopping;wrack;wreak;zinger
🤔,thinking face,105,3,curiosity;curious;think;assume;assumption;choice;cogitate;conjecture;consider;consideration;contemplate;contemplation;contemplative;deliberate;deliberation;dilemma;doubt;doubtful;guess;huh;hunch;iffy;indecision;indecisive;infer;inference;inquisitive;muse;oddity;pensive;plausible;ponder;presume;presumption;prudent;puzzlement;quandary;reckon;reconsider;rethink;speculate;speculation;suppose;thoughtful;wonder;arguable;canny;casuist;casuistry;circumspect;circumspection;cogitation;conceivable;conceive;conjectural;considered;considering;construe;debatable;deem;disputable;existential;existentialism;existentialist;feasibility;hypothetical;imponderable;inferential;irresolute;irresolution;likely;methinks;mull;peculiar;peculiarity;plausibility;possibility;possibly;presumable;presumably;presumptive;presuppose;presupposition;prudence;prudential;putative;rather;recondite;reconsideration;rethought;scruple;seem;seeming;should;speculative;subjective;subjectivity;supposed;supposing;supposition;surmise;tentative;tricky;uh;waver
🎨,artist palette,101,10,art;artist;color;colour;creative;creativity;drawing;dye;paint;palette;abstract;aesthetic;aesthetics;artistic;artistry;caricature;cartoonist;coloration;colored;coloring;cubism;esthete;esthetic;esthetics;expressionism;expressionist;graffiti;graphic;graphics;hobby;hobbyist;hue;illustrate;illustration;illustrator;impressionism;impressionist;originality;painter;pastel;pigment;pigmentation;realistic;redecorate;renaissance;retouch;stylize;surrealism;surrealist;surrealistic;theme;tint;abstraction;acrylic;aesthete;artful;arty;avocation;batik;bohemian;caricaturist;coating;creator;cubist;dabble;daub;dilettante;dilettantism;discolor;discoloration;drab;eclectic;eclecticism;illustrative;impressionistic;khaki;kitsch;kitschy;lacquer;motif;muralist;nonconformist;nonconformity;nuance;paisley;panchromatic;pastiche;pied;realism;realist;refinish;stipple;stylistic;swatch;tat;tempera;thematic;tinge;tracery;tricolor;undercoat
🌱,seedling,101,12,compost;fertilizer;germinate;grass;organic;plant;root;sapling;seed;seedling;sow;sprout;alfalfa;bud;cultivate;cultivated;cultivation;ecological;ecologist;ecology;fertile;fertility;fertilization;fertilize;flourish;fresh;genesis;germination;grassy;grow;horticulture;lawn;life;nascent;nursery;origin;pod;propagate;rejuvenate;rejuvenation;rhizome;rhubarb;sesame;soil;sown;soy;stem;thrive;transplant;turf;allotment;basal;boll;burgeon;callow;cotyledon;earthy;emerge;emergence;engender;fecund;fecundity;formative;graft;grew;grown;horticultural;horticulturist;humus;hydroponics;inception;inchoate;incipient;inseminate;insemination;kapok;latent;linseed;mandrake;maturation;mulch;nurseryman;originate;origination;pip;propagation;renascence;renascent;rootless;scion;seedless;sod;sward;tend;thriven;throve;transpire;transplantation;tyro;vernal;vetch
🦠,microbe,101,14,amoeba;amoebae;bacteria;bacterium;contagious;disease;germ;infect;infection;infectious;microbe;moldy;plague;virus;ameba;amebae;amoebic;bacilli;bacillus;bacterial;cell;cholera;contagion;corrode;corrosion;decay;decompose;epidemic;fester;flagella;lice;malignancy;malignant;microorganism;mildew;mold;mould;organism;pandemic;paramecia;paramecium;parasite;parasitic;pathogen;pathogenic;plankton;pox;protozoa;protozoan;quarantine;salmonella;sepsis;septic;staph;staphylococcus;streptococcus;unsanitary;viral;wart;antigen;bacteriological;bacteriologist;bacteriology;botulism;carcinoma;cilia;communicable;cootie;decomposition;excrescence;flagellate;flagellum;gangrene;gangrenous;gonorrhea;halitosis;hepatitis;herpes;melanoma;meningitis;metastases;metastasis;metastasize;molder;musty;polyp;protoplasm;rabies;scabies;septicemia;streptococci;syphilis;syphilitic;taint;tainted;transmissible;venereal;virulence;virulent;warty;yaws
🔢,input numbers,101,6,count;number;thirteen;thirty;twelve;twenty;amount;binary;consecutive;decimal;denominator;digit;digital;eighteen;eighty;eleven;enumerate;forty;integer;many;matrix;ninety;numeral;numerical;odd;quantify;quantity;recount;sequence;serial;series;seventeen;seventy;sixteen;sixty;tally;thirteenth;thirtieth;thousand;trillion;aplenty;billionth;binomial;bit;coefficient;countable;denominate;discrete;eighteenth;eighth;eightieth;eleventh;enumeration;every;few;fifteen;fifteenth;fiftieth;finite;fortieth;hash;hex;innumerable;logarithm;logarithmic;matrices;multiple;multiplicity;nineteenth;ninetieth;nth;numerate;numerology;ordinal;partial;plurality;polynomial;semi;sequential;serialize;seventeenth;seventh;seventieth;several;sixteenth;sixth;sixtieth;slew;some;subset;thousandth;trillionth;twelfth;twentieth;umpteenth;uncountable;uncounted;unit;unnumbered;untold;version
🎵,musical note,98,6,clarinet;harmonica;melody;music;rhythm;song;anthem;ballad;chant;chord;clarinetist;ditty;etude;hum;hymn;lullaby;medley;melodic;melodious;metronome;musical;overtone;prelude;rattle;refrain;reggae;rhapsodic;rhapsodize;rhapsody;rhyme;rhythmic;rhythmical;sonata;tone;tune;whistle;anapest;andante;atonal;atonality;attune;cadence;cadenza;calypso;cantata;canticle;castanet;catchy;choral;chorale;coda;consonance;counterpoint;crotchet;dactylic;descant;dulcet;fa;fife;interlude;intermezzo;intonation;intone;la;largo;legato;leitmotif;lilt;madrigal;mi;nocturne;pentameter;polyphonic;polyphony;postlude;quaver;quavery;rasp;raspy;rattling;recessional;scat;scherzo;staccato;syncopate;syncopation;ti;timbre;tonal;tonality;treble;tremolo;trill;tuneful;unison;unsung;vibrato;warble
😤,face with steam from nose,96,1,frustrated;arrogance;arrogant;boast;conceit;conceited;contempt;contemptuous;cranky;exasperate;exasperating;exasperation;feisty;fierce;frustrate;frustrating;frustration;fume;fussy;gripe;haughty;huff;huffy;impatience;impatient;indignant;indignation;nuisance;obnoxious;ornery;overbearing;peevish;petulance;petulant;pout;presumptuous;pushy;rant;respiration;respiratory;rude;seethe;stubborn;temperamental;vehemence;vehement;ado;argumentative;boastful;boor;boorish;brash;bravado;brazen;brusque;bumptious;castigate;castigation;comeuppance;contemptible;dander;demanding;fractious;fuss;gall;hauteur;heck;hubris;hypercritical;implacability;implacable;indignity;insufferable;obstreperous;officious;opprobrious;opprobrium;overweening;peeve;pique;prig;priggish;respire;spat;supercilious;temerity;temperament;tiff;touchy;troublesome;trying;uppity;wheeze;wheezy;wilful;willful
