word,llm_emoji,fit,cldr_emojis,agree
slash,🔪,2,🔕,false
slate,🪨,2,🩶,false
slay,⚔️,2,😎;🏆️,false
sled,🛷,3,🛷,true
sledge,🔨,2,🛷,false
sleep,😴,3,😪;😴;🥱;💤;🛌;🛏️,true
sleepy,😴,3,😪;🫩;😩;🥱;💤,false
sleigh,🛷,3,🛷,true
sleuth,🕵️,2,🕵️,true
slice,🍕,2,🍕;🍰;🥧,true
slick,✨️,1,😏,false
slide,🛝,3,😉;🛝;🪊;📐,true
slider,🛝,2,🎚️,false
slip,🛝,2,🥿,false
slipper,🥿,3,🥿,true
slot,🎰,2,🎰,true
sloth,🦥,3,🦥,true
slow,🐢,2,🦥,false
slug,🐌,3,🐌,true
slurp,😋,2,👅,false
sly,🦊,2,😏;🥷;🦝,false
small,🤏,3,🤪;🤏;🦐;🫘;🛩️;🌤️;◾️;◽️;▪️;▫️;🔸;🔹,true
smart,🧠,2,🤓;🧠,true
smell,👃,3,👃;🐽,true
smelly,🤢,2,💩,false
smile,😊,3,😀;😃;😄;😁;😆;😅;🙂;🙃;😊;😇;🥰;😍;🤩;☺️;😙;🥲;😋;😬;😎;😈;😺;😸;😻;😼,true
smirk,😏,3,😏,true
smoke,💨,3,💨;🚫;🚭️,true
smooch,💋,2,😘;😗,false
smug,😏,3,😏,true
snail,🐌,3,🐌,true
snake,🐍,3,🐍;⛎️,true
snap,📸,2,🫰;📷️,false
snare,🪤,2,🪤,true
sneaker,👟,3,👟,true
sneeze,🤧,3,🤧;😫,true
snicker,😏,2,😏,true
snout,🐽,3,🐽,true
snow,❄️,3,⛷️;🏂️;🏔️;🌨️;❄️;☃️;⛄️;🎿;🛷;🪏,true
soak,💦,2,🧽,false
soap,🧼,3,🧼;🫧,true
soar,🦅,2,🪽;🪁,false
sob,😭,3,😭,true
soccer,⚽️,3,⚽️,true
soda,🥤,3,🥤,true
soft,🧸,2,🍦;🥤;🔈️,false
soldier,💂,3,🥷;🪖,false
solid,🧱,2,🪨,false
solidarity,✊️,2,✊️,true
somersault,🤸,3,🤸,true
son,👦,3,👦,true
soon,⏳️,1,🔜,false
soothe,🤗,2,💆,false
sorcerer,🧙,3,🧙,true
sorceress,🔮,2,🧙,false
sorcery,🪄,2,🧙,false
sorry,🙏,3,😕;🙇,false
sort,🔤,2,🤏,false
sound,🔊,3,👂️;🔇;🔈️;🔉;🔊;📢;📣;🔔;🔕;🎵;🎶;🎤;🎧️,true
soup,🍲,3,🍲;🍜,true
sour,🍋,3,🍋,true
south,🧭,2,⬇️,false
sow,🌱,3,🐖,false
spa,💆,3,💆;🧖,true
space,🚀,3,👽️;👾;🛰️;🚀;🌑;🌒;🌓;🌔;🌕️;🌖;🌗;🌘;🌙;🌚;🌛;☀️;🌠;🌌;☄️,true
spade,♠️,3,♠️;🪏,true
spaghetti,🍝,3,🍝,true
spark,✨️,3,🧨,false
sparkle,✨️,3,💖;🌟;🎇;✨️;❇️,true
sparkler,🎇,3,🎇,true
speak,🗣️,3,🙊;🗣️,true
speaker,🔊,3,🔇;🔈️;🔉;🔊,true
special,⭐️,2,🩷;🩵;🩶,false
speech,🗣️,3,💬;🗨️,false
speechless,😶,2,😶,true
speed,💨,3,🏃;🚄;🚅,false
spell,🔤,2,🧙,false
spew,🤮,2,🤮,true
spice,🌶️,3,🫚,false
spider,🕷️,3,🕷️;🕸️,true
spill,💦,3,🫗;🫟,false
spin,🌀,3,🚲️,false
spiny,🌵,2,🦔,false
spiral,🌀,3,🐚;🗒️;🗓️,false
spirit,👻,2,😇,false
splatter,💦,2,🫟,false
split,➗️,2,🪓,false
sponge,🧽,3,🧽,true
spool,🧵,3,🧵,true
spoon,🥄,3,🥣;🥄,true
sport,⚽️,2,🏇;🏂️;🏄️;🏊️;🚴;🚵;🤽;🤾;🚙;🛼;🏆️;⚽️;⚾️;🏀;🏈;🏉;🎾;🎳;⛳️;🎣;🎿;🏁,true
sports,⚽️,3,🏅;🥎;🥍,false
spring,🌸,3,🐝;🌸;🪻,true
sprout,🌱,3,🌱,true
spy,🕵️,3,🥸;🕵️,true
square,🟦,3,⏹️;❎️;🟥;🟧;🟨;🟩;🟦;🟪;🟫;⬛️;⬜️;◼️;◻️;◾️;◽️;▪️;▫️;🔳;🔲,true
squeeze,🤏,2,🪗,false
squid,🦑,3,🦑,true
squirrel,🐿️,3,🐿️,true
squirt,💦,2,💦,true
stadium,🏟️,3,🏟️,true
staff,👥,2,⚕️,false
stain,🟤,2,🫟,false
stand,🧍,2,🧍,true
standing,🧍,2,🧍,true
star,⭐️,3,🤩;💫;🌃;⭐️;🌟;🌠;✨️;✡️;☪️;🔯;✴️,true
stare,👀,3,🫣,false
starry,✨️,2,🤩,false
station,🚉,3,🚉;⛽️,true
statue,🗿,3,🗽;🗿,true
steak,🥩,3,🥩,true
stealth,🥷,2,🙊;🥷,true
steam,♨️,3,😤;🧖;🚂,false
steamy,♨️,2,🧖,false
stein,🍺,2,🍺,true
step,🚶,2,🪜,false
stethoscope,🩺,3,🩺,true
stew,🍲,3,🍲,true
stick,🥢,2,🍢;🍡;🏑;🏒;🥍;🩼,false
stiletto,👠,3,👠,true
sting,🐝,3,🪼,false
stink,🤢,3,💩;🦨,false
stocking,🧦,3,🧦,true
stomp,👣,3,🦶,false
stone,🪨,3,🪨;🥌;💎,true
stop,🛑,3,🖐️;✋️;🫷;🫸;🚏;🚥;🚦;🛑;⏹️,true
store,🏬,3,🫙;🏪;🏬,true
straight,➡️,2,😐️;😑;📏,false
straw,🥤,2,🥤;🧃,true
streamer,🎉,2,🎏,false
stress,😫,3,😅;😟,false
stride,🚶,2,🚶,true
strike,⚡️,2,🎳,false
string,🧵,3,🧵,true
stripe,🦓,3,🦓,true
stroke,🏊️,2,🥵,false
stroll,🚶,2,🚶,true
strong,💪,3,💪;🦁,true
struck,💥,1,🤩,false
stub,🎫,2,🎫,true
stubborn,😤,2,🫏,false
stuck,🪵,2,😛;😜;😝,false
studio,🎬️,2,🎙️,false
study,📚️,3,📚️,true
stuffy,🤧,1,🧐,false
style,👗,2,😎;💇,false
suave,😎,2,😏,false
suburban,🏘️,2,🏠️;🏡,false
suburbia,🏘️,2,🏠️;🏡,false
subway,🚇️,3,🚇️,true
suction,🌀,2,🪠,false
sudden,⚡️,2,🤭,false
sugar,🍬,3,🧁,false
suit,👔,3,🕴️;♠️;♥️;♦️;♣️;🩱;🩲;🩳;👙,false
sulk,😔,2,🙎,false
summer,☀️,3,🍺;🚤,false
summon,📯,2,🧙,false
sun,☀️,3,🌻;🌄;🌅;🌆;🌇;☀️;🌞;⛅️;🌤️;🌥️;🌦️;⛱️,true
sunny,☀️,3,🍳;☀️;🌞,true
super,👍️,2,🏈,false
supernatural,👻,2,🧛,false
superpower,🦸,2,🦸;🦹,true
sure,👍️,2,😕;👌,false
surf,🏄️,3,🏄️;🌊,true
surfing,🏄️,3,🏄️;🌊,true
surprise,😲,3,🤭;🫢;🤨;🫨;😦;😧;🎁,false
sushi,🍣,3,🍣,true
suspension,⏸️,2,🚟,false
suspicious,🤨,3,😏,false
swag,🎁,1,😏;😎,false
swan,🦢,3,🦢,true
sweat,💦,3,😅;😰;😥;😓;💦;💧,true
sweeping,🧹,2,🧹,true
sweet,🍬,2,😛;🩷;👌;🍠;🍡;🍦;🍧;🍨;🍩;🍪;🎂;🍰;🧁;🍫;🍬;🍭;🍮;🍯;🧃,true
swell,📈,1,🏄️,false
swerve,↩️,2,👐,false
swim,🏊️,3,🏊️;🛟;👙,true
swimming,🏊️,3,🏊️;🤽;🥽,true
swirl,🌀,3,🍥,false
sword,⚔️,3,🤺,false
symbol,🔣,2,💢;♿️;🚼️;⚛️;☮️;⚧️;⚕️;♻️;🔰,false
sympathy,🤗,3,😮,false
synagogue,🕍,3,🕍,true
syringe,💉,3,💉,true
table,🪑,3,🏓,false
taco,🌮,3,🌮,true
tag,🏷️,2,🏷️,true
taking,🤲,1,🛀,false
tale,📖,2,😇;😈;👿;💀;👹;👺;👻;👽️;👾;🤴;👸;👼;🎅;🤶;🧚;🧌;🐲;🐉;🔮,false
talisman,🧿,2,🧿,true
talk,🗣️,3,💬;🦜,false
tamale,🌽,2,🫔,false
tangerine,🍊,3,🍊,true
tango,💃,3,💃;🕺,true
tape,📼,2,📼,true
target,🎯,3,🎯,true
taste,👅,2,😝;🧂,false
tasty,😋,3,😋,true
taxi,🚕,3,🚕;🚖,true
tea,🍵,3,☕️;🫖;🍵;🧋,true
teal,🟦,2,🩵,false
tear,😢,3,🤣;😂;🥲;😢;😭;😹;😿;💧;📆,true
tease,😜,2,😉,false
tee,⛳️,2,🏌️,false
teeth,🦷,3,😀;😃;😁;🥶;🦷;🧛;🦫;🪥,true
telephone,☎️,3,📱;📲;☎️;📞;📵;📶;📳;📴,true
telescope,🔭,3,🔭,true
television,📺️,3,📺️,true
tell,🗣️,2,🫴,false
teller,🏦,2,🏧,false
temple,🛕,3,🛕;🕍,true
tempura,🍤,3,🍤,true
ten,🔟,3,🕙️;🕥️,false
tennis,🎾,3,🎾;🏓;👟,true
tension,😬,2,💆,false
tent,⛺️,3,⛺️;🎪,true
terrapin,🐢,2,🐢,true
terrestrial,🌍️,2,🛸,false
test,📝,3,🧪,false
text,💬,3,💬,true
thanks,🙏,3,🙏;🫂,true
the,📄,1,🤣;🤘;🫵,false
theater,🎭️,3,🎭️,true
theatre,🎭️,3,🎭️,true
theme,🎨,2,🛝;🎡;🎢,false
therapy,🛋️,2,💆,false
thermometer,🌡️,3,🤒;🌡️,true
thespian,🎭️,2,🎭️,true
think,🤔,3,💭,false
third,3️⃣,3,🥉,false
thirty,🔢,3,🕧️;🕜️;🕝️;🕞️;🕟️;🕠️;🕡️;🕢️;🕣️;🕤️;🕥️;🕦️,false
this,👉️,1,☝️,false
thong,🩴,2,🩴,true
thought,💭,2,💭,true
thread,🧵,3,🧵;🪡,true
three,3️⃣,3,👌;🤟;🕒️;🕞️;3️⃣,true
throw,🤾,3,🤮;⛹️;🤾,true
thumb,👍️,3,🫰;👍️;👎️,true
thunder,⛈️,3,⛈️;⚡️,true
tick,🕷️,2,✅️;☑️;✔️,false
ticket,🎫,3,🎟️;🎫,true
tie,👔,3,🪢;👔,true
tiger,🐅,3,🐯;🐅,true
timber,🪵,3,🪵,true
time,⏰️,3,😥;⌛️;⌚️;⏰️;⏱️;🕰️;🕛️;🕧️;🕐️;🕜️;🕑️;🕝️;🕒️;🕞️;🕓️;🕟️;🕔️;🕠️;🕕️;🕗️;🕣️;🕘️;🕤️;🕥️;🕚️;🕦️,true
timer,⏲️,3,⌛️;⏳️;⏲️,true
tipsy,🥴,2,🥴,true
tire,🛞,3,🛞,true
tired,😴,3,😪;😴;🫩;😵;😩;😫;🥱;💤;🛌,true
toast,🍞,3,🍞,true
toboggan,🛷,3,🛷,true
together,🤝,2,🤲;💏;💑,false
toilet,🚽,3,🚽;🪠;🧻;🚹️;🚺️;🚻;🚾,true
toiletry,🧴,2,🪥,false
tomato,🍅,3,🍅,true
tomb,⚰️,3,🪦,false
tongue,👅,3,😛;😜;😝;🥵;👅,true
tool,🔧,3,🔪;🏺;⚓️;🔥;🔫;🔮;🔍️;🔎;🔦;✂️;🔨;⛏️;⚒️;🛠️;🏹;🪚;🔧;🪛;🔩;⚙️;🗜️;⚖️;🧰;⚗️;🔬;🔭;💉;🔱;🔰,true
tooth,🦷,3,🦷;🍫;🍬,true
top,🔝,2,🎩;🔝,true
torch,🔦,3,🔦,true
tornado,🌪️,3,🌪️,true
tortoise,🐢,3,🐢,true
toss,🤾,2,🤾,true
total,➕️,1,☯️,false
touched,🥺,1,🥲,false
tough,💪,2,🪨,false
tournament,🏆️,2,🤼,false
tower,🗼,3,🗼,true
toy,🧸,3,🪀;🧸,true
trace,👣,2,🫆,false
track,🛤️,3,🛤️;⏭️;⏮️,true
tractor,🚜,3,🚜,true
trade,💱,2,™️,false
traffic,🚦,3,🚥;🚦;🚸;⛔️,true
train,🚆,3,🚂;🚃;🚄;🚅;🚆;🚉;🛤️,true
tram,🚊,3,🚃;🚊;🚋;🚎,true
transparent,🔍️,2,🪟,false
transportation,🚚,3,🛻,false
trap,🪤,3,🪤,true
trash,🗑️,3,🗑️,true
travel,✈️,3,🚂;🚃;🚅;🚇️;🚤;🚢;✈️;🚁;🚀;🧳;🗿;🛄,true
tray,🍽️,3,📤️;📥️,false
treasure,💰️,3,🪙;🪎,false
treat,🍬,2,🧁,false
treatment,💊,2,💆,false
tree,🌳,3,🌲;🌳;🌴;🪾;🎄;🎋,true
trend,📈,2,💹;📈;📉,true
triangle,🔺,3,📐;▶️;⏭️;⏯️;◀️;⏮️;🔺;🔻,true
triangular,🔺,2,📐;🚩,false
triathlon,🏊️,2,🏊️,true
trident,🔱,3,🧜;🔱,true
trim,✂️,2,🪚,false
trip,✈️,2,🚞;📷️;🛄,false
triumph,🏆️,3,😤,false
troll,🧌,3,🧌,true
trolley,🚋,3,🚋;🚎;🛒,true
trombone,🎺,3,🪊,false
trophy,🏆️,3,🏆️,true
tropical,🌴,3,🦩;🐠;🌴;🍍;🥭;🍹,true
trousers,👖,3,👖,true
truck,🚚,3,🚒;🛻;🚚;🚛,true
true,✅️,2,💯,false
trumpet,🎺,3,🎺,true
trunk,🌳,2,🪾,false
truth,✅️,2,💯,false
tub,🛁,3,🛀,false
tube,🛠️,2,🧪,false
tulip,🌷,3,🌷,true
tumbler,🥃,2,🥃,true
turban,👳,3,👳,true
turd,💩,3,💩,true
turkey,🦃,3,🦃;🍗,true
turn,🔄,2,🛞,false
turnip,🥔,3,🫜,false
turtle,🐢,3,🐢,true
tusk,🦷,2,🦣,false
tuxedo,🤵,2,🤵,true
twelve,🔢,3,🕛️;🕧️,false
twin,👯,3,👯,true
twine,🧵,2,🪢,false
twist,🌀,2,🪢,false
twisted,🌀,2,🥨,false
twister,🌪️,3,🌀,false
two,2️⃣,3,💕;🐫;🕑️;🕝️;2️⃣,true
type,⌨️,2,🅰️;🆎;🅱️;🅾️,false
typhoon,🌀,3,🌀,true
ugh,😩,3,😒;🙄;🤌,false
ugly,🤢,2,🦢,false
uh,🤔,1,😑,false
ultimate,🏆️,2,🥏,false
umbrella,☂️,3,🏖️;🌂;☂️;☔️;⛱️,true
unbelievable,😲,3,😮,false
unbounded,♾️,1,♾️,true
uncomfortable,😖,2,🫦,false
under,⬇️,2,🫩;🐨;🔞,false
underage,🚫,1,🔞,false
underarm,💪,1,🥎,false
undercover,🕵️,2,👮,false
underwater,🤿,3,🫧,false
underwear,🩲,3,🩲;🩳,true
uneven,〰️,2,🥴,false
unhappy,😢,3,😐️;😑;😒;😧;😢;😭;😞;😩;😤;😡;😠,true
unicorn,🦄,3,🦄,true
uniform,👔,3,🥋,false
unimpressed,😐️,2,😐️;😑,true
universal,🌍️,2,♾️,false
unlock,🔓️,3,🔓️;🔑,true
unreal,😲,1,😮,false
unwind,😌,2,🧖,false
up,⬆️,3,🤮;🫳;🫴;👆️;☝️;👍️;🤲;🧗;🍳;🛻;🧣;🧥;📄;🗞️;📈;⬆️;↗️;↖️;↕️;⤴️;🔝;🔼;⏫️;🆙;🔺,true
upset,😢,3,😡;😠;💢;🙍;🙎;🧂,false
upwards,⬆️,2,🔼,false
urn,🏺,3,⚱️,false
utility,🔧,2,🚙,false
vacancy,🈳,2,🈳;🈵,true
vaccination,💉,3,💉,true
valentine,💘,3,💌;💘;💝;🌹,true
vampire,🧛,3,🧛;🦇;⚰️,true
van,🚐,3,🚐,true
vat,🛢️,2,🪣,false
vegetable,🥦,3,🍅;🍆;🥔;🥕;🫑;🥒;🥜;🫛;🫜,false
vegetarian,🥗,2,🫜,false
veggie,🥦,3,🫛,false
vehicle,🚗,3,🚝;🚌;🚐;🚑️;🚕;🚗;🚘️;🚙;🚚;🚛;🚜;🛞;🚁,true
veil,👰,2,👰,true
versus,⚔️,2,🆚,false
vertical,↕️,2,🚦;🔃;⏸️,false
vest,🦺,3,🦺,true
vibrate,📳,3,🫨,false
vibration,📳,2,📳,true
vice,🔧,1,🗜️,false
victory,🏆️,3,✌️;🏆️,true
video,📹️,3,🎮️;🕹️;📻️;📽️;📺️;📷️;📸;📹️;📼,true
view,👀,2,🪟,false
viewer,📺️,2,🫵,false
viewing,👀,1,🎑,false
villain,🦹,3,🦹,true
violet,🟣,3,🪻,false
violin,🎻,3,🎻,true
virus,🦠,3,🦟;🦠,true
vitamin,💊,3,🍊;💊,true
volcano,🌋,3,🌋,true
voltage,⚡️,2,⚡️,true
volume,🔊,2,🔈️;🔉;🔊,true
vomit,🤮,3,🤢;🤮,true
vulnerable,💔,2,🫪,false
wacky,🤪,2,😜,false
waffle,🧇,3,🧇,true
wait,⏳️,3,🫷;🫸,false
walk,🚶,3,🚶;👣,true
wall,🧱,3,🧱,true
wand,🪄,3,🪄,true
war,⚔️,3,🥷;🪖,false
warning,⚠️,3,⚠️,true
warrior,⚔️,3,🪖,false
waste,🗑️,3,🗑️,true
watch,⌚️,3,🙈;⌚️,true
water,💧,3,💦;🤽;🐃;🫗;🥤;💧;🌊;🔫;🚿;🚰;🚾;🚱;♒️,true
wave,🌊,3,👋;🌊,true
wavy,🌊,2,🥴;〰️,false
way,➡️,1,🤯;😲;🌌,false
wealth,💰️,3,🪎,false
wealthy,💰️,3,🧐,false
weapon,🔫,3,🔪;🏺;🔫;🗡️;⚔️;🪃;🏹;🛡️,true
weary,😴,2,🫩;😩;🙀,false
weather,🌦️,3,🌡️;☀️;🌞;☁️;⛅️;🌤️;🌥️;🌦️;🌧️;🌨️;🌩️;🌪️;🌫️;🌀;🌈;☔️;❄️;💧,true
web,🕸️,3,🕸️;🌐,true
wedding,💒,3,🤵;👰;💒;💍;💎,true
wedge,🔺,2,🧀,false
weight,⚖️,3,🏋️;⚖️,true
weird,😲,2,😒,false
weirdo,🤪,2,😜,false
well,🆗,1,👏,false
west,🧭,2,⬅️,false
wet,💧,3,💦,false
whale,🐳,3,🐳;🐋;🫍,true
what,❓️,2,🤨;😳;😦;😧;🤌,false
wheat,🌾,3,🍞,false
wheel,🎡,3,🎡;🛞;☸️,true
where,❓️,1,🏠️;🏡,false
whew,😅,1,😥,false
whine,😢,2,🙎,false
whiskey,🥃,3,🥃,true
whisky,🥃,3,🥃,true
white,⚪️,3,💟;🤍;🦷;🦳;💮;⭐️;🥼;🦯;❔️;❕️;⚪️;⬜️;◻️;◽️;▫️;🔳;🏳️,true
who,❓️,1,🤷,false
whoa,😲,1,🫨;😮;😯,false
whoops,😅,1,🤭,false
why,❓️,1,🥺,false
wicked,😈,2,🖤,false
wild,🐅,2,🥦,false
win,🏆️,3,😎;🌟;🏆️;👑;💰️;🏁,true
wind,💨,3,🍃;🌬️;🎐,false
window,🪟,3,🪟,true
wine,🍷,3,🍷,true
wing,🪽,2,🪽,true
wink,😉,3,😉;😜,true
winner,🏆️,3,🏅,false
winning,🏆️,2,🏆️,true
winter,❄️,3,🪾,false
wireless,📶,2,🛜,false
wise,🦉,2,🧓;👴;👵;🦉,true
wish,🌠,2,🤲,false
witch,🧙,3,🧙;🪄;🧹,true
with,➕️,1,😃;😄;😁;😅;😂;😊;😇;🥰;😍;😚;😙;🥲;😛;😜;😝;🤗;🤭;🫢;🫣;🤨;🙄;🫩;😷;🤒;🤕;😵;😎;🧐;🫤;😮;😦;😰;😓;😤;🤬;😈;👿;😸;😹;😻;😼;💘;💝;🖐️;🫰;🦻;🫅;👲;🧕;👰;👯;💑;🪺;🥣;🍥;🍾;🥤;🍽️;🌐;🏖️;🏡;🌃;🌞;⛈️;🌧️;🌨️;🌩️;☔️;🔕;📲;📸;📔;📃;💸;💹;📩;📫️;📪️;📬️;📭️;🗳️;🔏;🔐;☑️;💠,false
wizard,🧙,3,🧙;🪄,true
wolf,🐺,3,🐺,true
woman,👩,3,👩;👵;🧕;🤰;🤱;💃;👫;👚;👠;👡;👢;👒;🚺️;♀️,true
women,👭,3,👭,true
won,🏆️,2,😤,false
wonder,🤔,2,💭,false
wood,🪵,3,🪾;🪵;🪓,true
wool,🧶,3,🐑;🦙,false
wooly,🧶,1,🦣,false
woozy,😵,2,🥴,false
work,💼,2,💦;👷,false
worker,👷,3,👷,true
world,🌍️,3,🌍️;🌎️;🌏️;🌐;🗺️,true
worm,🪱,3,🪱,true
worry,😟,3,😟;🫦,true
worship,🙏,3,🛐,false
wow,😲,2,🤩;🫨;😮;😳;😦;😧,false
wrap,🎁,2,🌯,false
wrapper,🎁,2,🍬,false
wrench,🔧,3,🛠️;🔧,true
wrestle,🤼,3,🫯;🤼,true
wrestling,🤼,3,🤼,true
write,✍️,3,✍️,true
writing,✍️,3,✍️;📔,true
wry,😏,2,😼,false
yacht,⛵️,3,⛵️,true
yarn,🧶,3,🧶,true
yawn,🥱,3,😴;🥱,true
yellow,🟡,3,💛;🚕;🚖;🔰;🟡;🟨,true
yen,💴,2,💴;💹,true
yes,✅️,3,🫡;👍️,false
yoga,🧘,3,🧘,true
yogi,🧘,2,🧘,true
you,👉️,2,🥰;😘;😗;😮;👋;🤟;🫵;🫶;💑,false
young,👶,3,👶;🧒;👦;👧;🌱,true
yummy,😋,3,😋;🍴,true
zany,🤪,2,🤪,true
zap,⚡️,2,⚡️,true
zebra,🦓,3,🦓,true
zero,0️⃣,3,📥️;0️⃣,true
zip,🤐,2,🤐;🤌,true
zipper,🤐,2,🤐,true
zodiac,♈️,2,👧;🦁;🐂;🐏;🐐;🐍;🐟️;🦀;🦂;🏺;🏹;⚖️;♈️;♉️;♊️;♋️;♌️;♍️;♎️;♏️;♐️;♑️;♒️;♓️;⛎️,true
zombie,🧟,3,🧟,true
zoo,🦁,3,🐅;🐆;🐃;🐏;🐊,false
zoom,🔍️,2,🏎️,false
